country,year,gdp_per_capita,investment_rate,population_growth,n_g_delta,ln_y,ln_s,ln_ngd
BEN,2000,861.213292,16.00840245,3.076652652,0.08076652651999999,6.758342199648853,-1.8320564484679551,-2.5161926750335644
BEN,2010,928.2466553,15.60808921,2.984241628,0.07984241628,6.8332974898188095,-1.8573808670249792,-2.5277003834088188
BEN,2020,1126.654041,25.63384351,2.662598752,0.07662598752,7.027007493533147,-1.361256695481804,-2.5688189971089703
BFA,1990,332.1532767,18.91339663,2.634820616,0.07634820616,5.80559653918377,-1.6652996986120792,-2.5724507425509393
BFA,2000,428.3097966,14.57069906,2.984144224,0.07984144224,6.059846757579443,-1.926157587522207,-2.5277125830138263
BFA,2010,561.8472213,21.990434,2.925779475,0.07925779475,6.331229964715625,-1.5145626453724315,-2.5350495145945504
BFA,2020,713.8421779,17.16151743,2.435229593,0.07435229593,6.570661898551044,-1.7625006675161503,-2.5989407265258513
BGD,1990,473.444821,16.45867552,1.990333689,0.06990333689,6.16003537151658,-1.8043174605624392,-2.660641892827434
BGD,2000,620.5604728,23.80856257,1.827328067,0.06827328066999999,6.43062305807481,-1.4351248981642961,-2.6842367943634717
BGD,2010,943.6642286,26.24665618,0.876530534,0.05876530534,6.849770412830421,-1.3376315886834884,-2.834203643460848
BGD,2020,1604.665923,31.30794134,0.836310836,0.05836310836,7.3806708662348335,-1.1612984036897744,-2.841071294922746
BGR,1990,4425.499683,25.58877829,-1.803750479,0.03196249521,8.395138473778605,-1.36301627865204,-3.4431920882279643
BGR,2000,3717.928899,19.04614349,-0.493896417,0.04506103583,8.220922044645064,-1.658305546379238,-3.099737356448202
BGR,2010,6428.717426,22.51796856,-0.658275447,0.043417245529999995,8.768530330150371,-1.4908565928244875,-3.136898554360929
BGR,2020,8440.083047,20.1519208,-1.002938214,0.03997061786,9.040747427233537,-1.6018705770765096,-3.2196106482848097
BHR,1990,18345.838,14.44942756,3.452489077,0.08452489077,9.817158015767886,-1.9345153874392675,-2.470709222669413
BHR,2000,25407.96941,16.57505906,2.63695278,0.0763695278,10.142818160094626,-1.7972710867249266,-2.572171513157133
BHR,2010,22224.07362,28.598356,4.165859919,0.09165859919,10.008931377623627,-1.2518209523319503,-2.389684482693044
BHR,2020,23586.93096,37.29566715,-0.781611308,0.04218388692,10.068448064743512,-0.9862930282840636,-3.16571695739477
BHS,1990,30995.48307,29.41471889,1.742613867,0.06742613867,10.341596765431571,-1.2236749944061016,-2.69672252214937
BHS,2000,32424.72718,30.18521706,1.312010913,0.06312010912999999,10.386676595271068,-1.1978178827766552,-2.762715873516989
BHS,2010,30657.43191,27.98600601,1.278417166,0.06278417166,10.330630388643744,-1.2734655861043604,-2.7680522809068915
BHS,2020,24791.67049,23.07105913,0.300555038,0.05300555038,10.118263008398296,-1.4665912054500785,-2.937358646762263
BIH,2000,2567.34137,30.30638485,0.710877056,0.05710877056,7.850626156057597,-1.193811774549233,-2.8627975741154446
BIH,2010,3981.209857,21.91466859,-1.776659321,0.03223340679,8.28934103625551,-1.518013974750488,-3.4347518862897686
BIH,2020,5490.753666,23.46769978,-1.39008469,0.0360991531,8.61082080486299,-1.4495451877453547,-3.321485873752283
BLR,1990,2888.812966,26.55889145,0.190065083,0.05190065083,7.968600958322048,-1.3258055998261964,-2.958423948811849
BLR,2000,2615.363768,25.39867306,-0.471131335,0.04528868665,7.869158475046169,-1.3704732550605307,-3.0946980205096883
BLR,2010,5616.094117,40.65636626,-0.218522756,0.04781477244,8.633391704290291,-0.9000147506944666,-3.040420640367947
BLR,2020,6251.98899,27.45483593,-0.42347525,0.045765247499999995,8.740654930503348,-1.2926278612357744,-3.084230264097088
BLZ,1990,4112.595175,22.05142705,2.191797456,0.07191797456,8.321809537662979,-1.5117928673685472,-2.6322290516180096
BLZ,2000,5663.646324,26.20335792,3.267092021,0.08267092021,8.641823190627314,-1.3392826185479614,-2.4928873686557584
BLZ,2010,5937.753983,15.45117166,2.41171252,0.0741171252,8.689086223512236,-1.8674853499210051,-2.602108664069998
BLZ,2020,5006.484533,18.44343234,1.283235981,0.06283235981,8.518489257759285,-1.690461849605883,-2.7672850546222634
BMU,2010,118382.909,13.04302674,0.251394586,0.052513945859999994,11.681679641350465,-2.036916544460208,-2.9466765092308314
BMU,2020,98999.50766,12.23790408,0.42805286,0.0542805286,11.502870155973048,-2.1006321588604657,-2.9135897056693714
BOL,1990,1679.408479,12.53193671,2.102925671,0.07102925671,7.42619691456368,-2.0768898631822044,-2.6446634204788113
BOL,2000,2014.190247,18.14347869,1.717127233,0.06717127233,7.60797253108138,-1.7068589906676856,-2.7005096179443946
BOL,2010,2481.407009,17.00701846,1.644406818,0.06644406818,7.816581020619918,-1.771544076542995,-2.711394765226568
BOL,2020,2765.092718,17.26834592,1.233964427,0.06233964427,7.924829446124786,-1.7562950760655784,-2.7751577109473247
BRA,1990,6149.867182,20.1677066,1.786135751,0.06786135751,8.724185764144593,-1.6010875440067855,-2.690288515257913
BRA,2000,6817.783456,18.90311927,1.375211283,0.06375211283,8.827289691559852,-1.6658432367994787,-2.752752953061427
BRA,2010,8792.63335,21.80132156,0.840883225,0.05840883225,9.081669530568075,-1.5231995960121396,-2.8402881634256074
BRA,2020,8435.010462,16.1158206,0.57935071,0.0557935071,9.040146235287539,-1.8253687505154395,-2.8860977765803004
BRN,1990,44179.82787,10.8883468,2.872121068,0.07872121068,10.696023580859682,-2.2174770695664563,-2.5418426467832327
BRN,2000,37509.59838,18.73747044,2.171847504,0.07171847504000001,10.532352136007148,-1.6746449001456765,-2.635006893159491
BRN,2010,33121.31782,23.69025753,1.898976893,0.06898976893,10.407932396958833,-1.4401062970449099,-2.673797061755718
BRN,2020,30015.95885,40.58783027,1.061482816,0.06061482816,10.30948448086951,-0.901701911357864,-2.803215726729455
BTN,1990,812.6713256,27.8570302,2.700544979,0.07700544979,6.70032675425249,-1.2780848205903994,-2.5638790831394846
BTN,2000,1259.623765,54.04204741,2.422280776,0.07422280776,7.138568356149555,-0.6154077866781817,-2.6006837938307927
BTN,2010,2378.728108,62.93345252,1.095438076,0.060954380759999996,7.774321215415093,-0.4630923270906619,-2.797629550986362
BTN,2020,3092.124284,39.07057236,0.675256503,0.05675256503,8.036613604242321,-0.9398006274251404,-2.8690544248755385
BWA,1990,4039.465445,37.36697697,2.75036067,0.0775036067,8.303867646606657,-0.9843828403306759,-2.557430805641182
BWA,2000,5062.642892,29.55108039,2.132106063,0.07132106063,8.529643936596708,-1.2190498813830168,-2.6405636146732108
BWA,2010,5584.503432,34.70210913,2.109435975,0.07109435975,8.627750796538844,-1.058369719038039,-2.6437472737302956
BWA,2020,6254.248062,32.72725984,1.439410358,0.06439410358,8.741016201765868,-1.1169618211141614,-2.7427332093804093
CAF,1990,519.786736,12.70805981,3.10993471,0.0810993471,6.25341860437508,-2.0629337631077926,-2.5120803684480464
CAF,2000,437.1689284,11.07229594,2.749554199,0.07749554199,6.08031968424343,-2.2007240587850116,-2.5575348669870075
CAF,2010,519.1414564,16.8437813,-0.799202484,0.04200797516,6.252176401713344,-1.7811886596245177,-3.1698957939626933
CAF,2020,398.8342741,26.0,1.643247897,0.06643247897,5.988545977474026,-1.3470736479666092,-2.7115692009758097
CAN,1990,31700.54626,21.30421092,1.507660673,0.06507660673,10.364089191893555,-1.5462654370372986,-2.7321901379721973
CAN,2000,37906.86013,20.61446771,0.931281553,0.05931281553,10.542887380759497,-1.5791770406816228,-2.8249298828368885
CAN,2010,41164.33991,23.4820047,1.11135203,0.0611135203,10.625327624379862,-1.4489358156267824,-2.795022155778
CAN,2020,42366.12854,22.67471761,1.084368971,0.060843689709999996,10.654104466776527,-1.483919643868189,-2.7994471673089736
CEB,2000,7450.860823,25.55189886,-0.56377369,0.0443622631,8.916084851410007,-1.3644585527261488,-3.1153661011195823
CEB,2010,10998.65348,22.99178053,-0.362321893,0.04637678107,9.30552813337859,-1.4700334021910657,-3.07095635296992
CEB,2020,14621.13637,21.89668892,-0.638677454,0.04361322546,9.59022345736936,-1.5188347514637075,-3.1323948383857516
CHE,1990,70063.85171,34.91963409,1.026873072,0.06026873072,11.157162272545449,-1.0521209335939268,-2.8089418716060766
CHE,2000,73749.93895,27.23419109,0.561954617,0.05561954617,11.208435446405113,-1.300696976713423,-2.889220589684616
CHE,2010,81315.42283,25.8955592,1.041558058,0.060415580579999996,11.306090980250646,-1.3510986914429122,-2.8065082506839403
CHE,2020,84637.01329,29.57874984,0.730676195,0.05730676195,11.346126959253072,-1.218113993290256,-2.8593366526254242
CHL,1990,5290.536948,25.72326538,1.667226756,0.06667226756,8.573675022158787,-1.3577743358903214,-2.7079661912311384
CHL,2000,8465.353033,23.75075555,1.196019259,0.06196019259,9.043736998718279,-1.4375558433818731,-2.7812631551426255
CHL,2010,11649.28971,24.77546766,1.004553624,0.06004553624,9.363000488036443,-1.3953162296636152,-2.8126520672740116
CHL,2020,12679.024,21.0582071,0.896491954,0.05896491954,9.447704253419918,-1.5578798158597438,-2.83081259597942
CHN,1990,917.2706618,34.09149854,1.467303211,0.06467303211,6.8214025887925365,-1.0761221424588634,-2.738410978740573
CHN,2000,2237.442985,33.63268271,0.787956593,0.05787956593,7.713088968260104,-1.0896718920823596,-2.8493908767286613
CHN,2010,5764.86535,46.10234433,0.482959689,0.05482959689,8.659537075968988,-0.7743063841331297,-2.903525141590288
CHN,2020,10573.64201,42.57237351,0.23804087,0.0523804087,9.266119580538525,-0.8539646522407157,-2.9492226373366006
CIV,1990,1866.07857,6.688803339,3.932048697,0.08932048697,7.531594486630176,-2.704735200941825,-2.4155244000545983
CIV,2000,1717.953857,15.89240727,2.76729584,0.07767295839999999,7.448889243627042,-1.8393287210044362,-2.555248107923574
CIV,2010,1540.529273,21.68105453,2.203591142,0.07203591142,7.339881320128171,-1.5287313699169087,-2.630590514588133
CIV,2020,2055.08484,21.74289341,2.530198035,0.07530198035,7.628072410749679,-1.5258832216145821,-2.5862488450533228
CMR,1990,1360.477653,17.81197837,2.946999875,0.07946999874999999,7.2155911325095685,-1.7252990128792494,-2.5323757027592553
CMR,2000,1151.276893,17.19233057,2.632763072,0.07632763072,7.048626947122956,-1.7607067987033775,-2.5727202736115844
CMR,2010,1290.901375,18.22844404,2.857661467,0.07857661466999999,7.163095993660442,-1.7021869525583881,-2.5436811470982517
CMR,2020,1434.519137,17.66054398,2.724486348,0.07724486348000001,7.268584975869207,-1.733837188342171,-2.560774857583269
COD,2000,339.5268222,14.43349633,3.207807483,0.08207807483,5.827552948885383,-1.9356185466399296,-2.5000843526349406
COD,2010,400.619568,24.0289276,3.187515928,0.08187515928,5.99301226876866,-1.4259117647844497,-2.502559639624033
COD,2020,470.85295,21.84882574,3.220980492,0.08220980492,6.154545837201392,-1.5210230077670688,-2.4984807027682403
COG,1990,2363.767018,15.90551181,2.854915483,0.07854915483,7.768011819523694,-1.8385044821157885,-2.5440306739819314
COG,2000,2057.01922,22.6259542,3.831866102,0.08831866102000001,7.629013233313729,-1.4860725227057892,-2.4268038571208104
COG,2010,2332.285081,47.19017067,4.142430505,0.09142430505,7.754603787425876,-0.7509845636002641,-2.3922439162881335
COG,2020,1725.5104,23.73156703,2.394776912,0.07394776912,7.453278169758376,-1.4383640819010504,-2.604396257690786
COL,1990,3714.184993,20.60673055,2.067428821,0.07067428820999999,8.219914550311396,-1.5795524378276282,-2.6496734467655445
COL,2000,4016.809517,14.89562703,1.63798275,0.0663798275,8.298243214016633,-1.9041025040321489,-2.7123620713679846
COL,2010,5214.245476,21.88876227,1.135968364,0.061359683639999996,8.559149673553987,-1.5191968192223426,-2.791002277738253
COL,2020,5891.955232,19.12814694,1.436321673,0.06436321673,8.681343179454538,-1.6540092739293277,-2.7432129778396797
COM,1990,1253.761963,18.04228002,2.619042964,0.07619042964,7.133903881005299,-1.7124522924218073,-2.574519419452874
COM,2000,1150.828401,18.04229519,1.919894445,0.06919894445,7.048237310726356,-1.7124514516193363,-2.6707696700875676
COM,2010,1272.606507,18.1749509,1.987907684,0.06987907684,7.1488224439397925,-1.705125864085225,-2.6609890044503657
COM,2020,1359.706247,11.80176252,1.961993798,0.06961993797999999,7.215023960546909,-2.1369212995687827,-2.6647042874352076
CPV,2010,3194.616677,44.95680604,0.717182,0.05717182,8.069222383714107,-0.7994680229617058,-2.8616941593345433
CPV,2020,3255.93629,28.96192366,0.111782574,0.05111782574,8.088235159977678,-1.2391881959528432,-2.9736220022900026
CRI,1990,6037.051117,27.3228218,2.526404199,0.07526404199,8.705670946045654,-1.2974478696499805,-2.586752788243337
CRI,2000,7726.519857,20.6866903,1.939536481,0.06939536481,8.952413827656857,-1.5756796731938223,-2.667935203181163
CRI,2010,10285.08567,19.83391852,1.240575365,0.06240575365,9.23845013165859,-1.617776657329803,-2.774097801927973
CRI,2020,12242.20989,16.16305467,0.692995399,0.05692995399,9.412645086338374,-1.8224421241495095,-2.865933644204964
CUB,1990,4961.457389,24.80249224,0.93131601,0.0593131601,8.509454804987275,-1.3942260443179062,-2.8249240734853
CUB,2000,4112.261684,12.50335347,0.332523063,0.05332523063,8.321728444215177,-2.0791733000598365,-2.9313456896457963
CUB,2010,6716.490485,10.07337396,0.023813605,0.05023813605,8.812321047841602,-2.295274484729072,-2.990980858426055
CUB,2020,7252.288112,9.874990685,-0.236755669,0.047632443309999994,8.889072299712167,-2.31516481849249,-3.0442411677735244
CYP,1990,17144.46875,27.04542752,1.396267729,0.06396267728999999,9.749430878706834,-1.307652233061781,-2.7494555330744284
CYP,2000,22383.96484,20.4291578,1.749258639,0.06749258639,10.016100126139197,-1.5882070016989316,-2.6957375183948065
CYP,2010,26090.04883,23.68672688,1.648983116,0.06648983116,10.169309249727336,-1.4402553419894333,-2.71070625790022
CYP,2020,26895.68359,20.64475612,1.203297126,0.06203297126,10.199721091376343,-1.5777088397496015,-2.7800892407735085
CZE,1990,11900.58446,24.3277286,-0.267830773,0.04732169227,9.384342792179268,-1.4135533915450347,-3.0507864782544316
CZE,2000,12543.93643,31.83502104,-0.280414108,0.04719585892,9.436992674815869,-1.1446032116115152,-3.053449124985308
CZE,2010,16665.93178,26.73128765,0.291361674,0.05291361674,9.72112190157004,-1.3193354845321252,-2.939094567947936
CZE,2020,19233.14695,24.73020518,0.243222682,0.05243222682,9.86439047313988,-1.3971448076836854,-2.9482338610509036
DEU,1990,29763.31247,25.2643366,0.861969449,0.05861969449,10.301031788868553,-1.3757764052576698,-2.8366845554154625
DEU,2000,35104.13085,23.96396608,0.1354316,0.051354316,10.466074090563453,-1.4286188972239329,-2.969006295506715
DEU,2010,38526.7371,19.53106001,-0.153198447,0.04846801553,10.559107749372952,-1.6331641665867287,-3.0268511721953173
DEU,2020,42372.87268,21.72903046,0.081693159,0.05081693159,10.65426364118069,-1.5265210102945301,-2.979525680913731
DNK,1990,39306.79392,20.79264714,0.16245632,0.0516245632,10.57915265619893,-1.5705707646623082,-2.963757688753684
DNK,2000,49266.98828,22.29440618,0.334233619,0.05334233619,10.805009526817647,-1.5008343829348116,-2.931024963099638
DNK,2010,51209.44928,17.82215511,0.444197155,0.054441971549999996,10.84367935024919,-1.7247278335473657,-2.910619886755431
DNK,2020,55934.55559,22.76265326,0.291641177,0.05291641177,10.931937636134602,-1.4800490079531874,-2.9390417468339294
DOM,1990,2772.770656,23.34965915,2.103746787,0.07103746787,7.927602336100958,-1.4545877994101353,-2.644547824655322
DOM,2000,4123.105732,27.8926622,1.620455604,0.06620455604,8.324361976811751,-1.2768065353365088,-2.7150059960508286
DOM,2010,5666.456334,26.07142183,1.280132098,0.06280132097999999,8.642319216151959,-1.3443304205962345,-2.767779171015835
DOM,2020,7395.873426,24.87951592,1.043340765,0.06043340765,8.90867747851525,-1.3911253748980346,-2.8062132201604677
DZA,1990,3605.687012,28.58942067,2.478967332,0.07478967332,8.190267603545871,-1.2521334432379798,-2.593075460751732
DZA,2000,3553.324205,23.5639069,1.399668558,0.06399668557999999,8.175638840099083,-1.4454540132785707,-2.7489239847760003
DZA,2010,4456.610274,43.28682748,1.947058832,0.06947058832,8.402143727795092,-0.8373218125049852,-2.6668518056216852
DZA,2020,4363.685338,42.94935768,1.711912165,0.06711912165,8.381072240320343,-0.845148492733683,-2.701286303172221
EAP,1990,1072.202345,33.78898696,1.614591358,0.06614591358,6.977470078483006,-1.08503526617891,-2.7158921653860193
EAP,2000,2132.390994,30.3229184,0.99884543,0.0599884543,7.664999161529446,-1.1932663765478189,-2.8136031636100767
EAP,2010,4797.248219,42.23904274,0.741733055,0.05741733055,8.475797744795418,-0.8618252092521844,-2.8574090952688977
EAP,2020,8293.69667,40.23782125,0.452341336,0.054523413359999995,9.023251067916664,-0.9103628055491205,-2.9091250666300796
EAR,1990,1833.026416,22.96566959,2.45496858,0.0745496858,7.5137236590833805,-1.471169711657381,-2.5962894524013307
EAR,2000,2158.873377,21.97486991,1.879624154,0.06879624154,7.67734177988336,-1.515270662343361,-2.676606164314115
EAR,2010,2766.882817,28.63298736,1.546758454,0.06546758454,7.92547662869136,-1.250610728626068,-2.7262001513597354
EAR,2020,3290.19469,25.76696799,1.215716141,0.062157161409999995,8.098702018300363,-1.3560768248233113,-2.7780892398277532
EAS,1990,3713.304497,34.51450109,1.504262677,0.06504262677,8.219677459163623,-1.0637906288118173,-2.732712427565495
EAS,2000,5056.473385,29.03997205,0.942759366,0.05942759366,8.528424559806174,-1.2364969584975238,-2.822996620748075
EAS,2010,7855.362346,32.82068976,0.700770611,0.05700770611,8.968951678970162,-1.114111084093607,-2.864568825373315
EAS,2020,11276.0537,34.9860394,0.408472469,0.05408472469,9.330436614549729,-1.0502210783558998,-2.9172034862336313
ECA,1990,3553.123864,25.3385481,1.198074259,0.06198074259,8.175582457220292,-1.37284330950063,-2.7809315455713652
ECA,2000,3231.417038,22.87687504,0.415829789,0.05415829789,8.080676031466076,-1.4750436092240293,-2.915844078309193
ECA,2010,5123.225272,26.72523301,0.809647378,0.05809647378,8.541539455644696,-1.3195620103123717,-2.8456503092208543
ECA,2020,7016.362912,29.01373063,0.711353855,0.057113538549999995,8.856000259054053,-1.2374009980531704,-2.8627140879726776
ECS,1990,15930.54883,25.4210771,0.522930719,0.05522930719,9.675993854915765,-1.3695915489765424,-2.896261539236076
ECS,2000,18477.52854,22.60755864,0.125518588,0.05125518588,9.824310599239096,-1.4868858825294757,-2.970938478180331
ECS,2010,21465.35163,21.13154033,0.365344249,0.053653442489999995,9.974195362075848,-1.5544034592413654,-2.925209646260326
ECS,2020,23034.13547,22.60145017,0.187722981,0.051877229809999995,10.044732545517453,-1.4871561149542938,-2.958875317065916
ECU,1990,3919.717581,20.15203808,2.238231257,0.07238231257,8.27377488452583,-1.601864757300822,-2.6257933109562805
ECU,2000,3953.398797,17.16695041,1.736220015,0.06736220015,8.282330942852745,-1.7621841383852448,-2.697671247022093
ECU,2010,5022.203744,23.49001587,1.677088053,0.06677088052999999,8.5216241091853,-1.448594711710857,-2.7064882136899535
ECU,2020,5355.689342,17.58491297,1.181252582,0.06181252582,8.585914703261825,-1.7381288691787427,-2.78364925188443
EGY,1990,1972.137893,28.91440585,2.929609448,0.07929609448,7.586873458174299,-1.2408302427474214,-2.534566401491101
EGY,2000,2458.60835,19.55307263,2.160919785,0.07160919785,7.807350757469237,-1.6320377441313414,-2.636531751673842
EGY,2010,3233.845212,19.50107741,1.917951241,0.06917951241,8.081427176282876,-1.6347004701498427,-2.6710505236332516
EGY,2020,3770.869479,18.81806066,1.62495387,0.0662495387,8.235060884885291,-1.6703531038993071,-2.7143267771589152
EMU,1990,25547.45502,24.79838112,0.460721739,0.054607217390000004,10.148292982842873,-1.3943918123671732,-2.9075892183371237
EMU,2000,30853.13851,23.40599427,0.309783223,0.05309783223,10.336993758680808,-1.4521780310445702,-2.9356191758613632
EMU,2010,33252.36899,20.76405619,0.254268113,0.05254268113,10.411881291365544,-1.571946761900783,-2.946129465764086
EMU,2020,34608.46148,22.0368118,0.141183349,0.05141183349,10.451853482593071,-1.51245586733936,-2.967886909477534
ERI,2000,845.1324301,21.99675676,1.536014572,0.06536014572,6.739493337089397,-1.5142751634971718,-2.727842598934711
ERI,2010,703.8773744,12.38540149,1.964757271,0.06964757271,6.556604156895323,-2.0886517061317504,-2.664307429184123
ESP,1990,19174.77083,26.83668218,0.101828843,0.05101828843,9.861350674664688,-1.3154004962796422,-2.9755711138715624
ESP,2000,24106.88185,26.67237005,0.447137015,0.054471370150000004,10.090252632657888,-1.3215419859757176,-2.9100800336895873
ESP,2010,25766.25158,22.39884138,0.460408305,0.05460408305,10.15682083633392,-1.4961609525719777,-2.907646617891716
ESP,2020,25077.01988,20.62664827,0.51001019,0.055100101900000004,10.129707163125255,-1.5785863408392578,-2.898603713460187
EST,2000,10006.76963,28.47610321,0.483707162,0.05483707162,9.21101710594009,-1.2561049342973507,-2.9033888243279304
EST,2010,14657.93981,21.58767817,-0.228057969,0.047719420309999996,9.592737434187285,-1.5330474891619765,-3.0424168295630043
EST,2020,19946.9457,29.65386877,0.197559185,0.05197559185,9.900831312852993,-1.2155775877746802,-2.956981058097507
ETH,2020,768.7054245,30.57896866,2.710772848,0.07710772848,6.644707833049324,-1.184857712020591,-2.5625517637477992
EUU,1990,21731.25302,25.03254695,0.338877065,0.05338877065,9.98650673472654,-1.3849933298282597,-2.930154842582678
EUU,2000,26365.79868,23.44526668,0.119607067,0.051196070669999996,10.179822944697472,-1.4505015588044727,-2.9720924946082645
EUU,2010,29352.94425,20.92876178,0.15840531,0.0515840531,10.287148135386852,-1.5640458113375422,-2.964542702709546
EUU,2020,31435.03535,22.13982302,-0.008837508,0.049911624919999995,10.355678325359236,-1.5077922524161536,-2.9975013390279823
FIN,1990,31291.52226,30.13719713,0.443382074,0.05443382074,10.351102485527491,-1.1994099921372723,-2.9107696135191823
FIN,2000,37872.60203,23.87415131,0.207606515,0.05207606515,10.54198322806806,-1.432373847478246,-2.9550498378916203
FIN,2010,43556.53858,22.607323,0.457494535,0.05457494535,10.68181511062047,-1.4868963056464433,-2.9081803779208864
FIN,2020,44690.98011,24.98360739,0.143641197,0.05143641197,10.707526972991552,-1.38695028058804,-2.9674089532351506
FRA,1990,27992.97515,24.41667174,0.547228307,0.05547228307,10.239708870179808,-1.4099040189774759,-2.8918717871176756
FRA,2000,33255.13796,21.85787707,0.68633572,0.0568633572,10.411964559259006,-1.5206088227772403,-2.8671041312381105
